"ICD.Chapter";"State";"Year";"Deaths";"Population";"Crude.Rate"
"Certain infectious and parasitic diseases";"Mississippi";2005;902;2905943;310
"Certain infectious and parasitic diseases";"Mississippi";2006;877;2904978;302
"Certain infectious and parasitic diseases";"Mississippi";2007;848;2928350;290
"Certain infectious and parasitic diseases";"Mississippi";2008;883;2947806;300
"Certain infectious and parasitic diseases";"Mississippi";2009;893;2958774;302
"Certain infectious and parasitic diseases";"Mississippi";2010;840;2967297;283
"Certain infectious and parasitic diseases";"Mississippi";2011;880;2978512;295
"Certain infectious and parasitic diseases";"Mississippi";2012;859;2984926;288
"Certain infectious and parasitic diseases";"Mississippi";2013;1016;2991207;340
"Certain infectious and parasitic diseases";"Mississippi";2014;998;2994079;333
"Certain infectious and parasitic diseases";"Mississippi";2015;991;2992333;331
"Certain infectious and parasitic diseases";"Missouri";1999;1079;5561948;194
"Certain infectious and parasitic diseases";"Missouri";2000;1060;5595211;189
"Certain infectious and parasitic diseases";"Missouri";2001;1034;5641142;183
"Certain infectious and parasitic diseases";"Missouri";2002;1314;5674825;232
"Certain infectious and parasitic diseases";"Missouri";2003;1335;5709403;234
"Certain infectious and parasitic diseases";"Missouri";2004;1288;5747741;224
"Certain infectious and parasitic diseases";"Missouri";2005;1377;5790300;238
"Certain infectious and parasitic diseases";"Missouri";2006;1361;5842704;233
"Certain infectious and parasitic diseases";"Missouri";2007;1342;5887612;228
"Certain infectious and parasitic diseases";"Missouri";2008;1475;5923916;249
"Certain infectious and parasitic diseases";"Missouri";2009;1423;5961088;239
"Certain infectious and parasitic diseases";"Missouri";2010;1338;5988927;223
"Certain infectious and parasitic diseases";"Missouri";2011;1449;6010688;241
"Certain infectious and parasitic diseases";"Missouri";2012;1408;6021988;234
"Certain infectious and parasitic diseases";"Missouri";2013;1469;6044171;243
"Certain infectious and parasitic diseases";"Missouri";2014;1334;6063589;220
"Certain infectious and parasitic diseases";"Missouri";2015;1448;6083672;238
"Certain infectious and parasitic diseases";"Montana";1999;118;897507;131
"Certain infectious and parasitic diseases";"Montana";2000;110;902195;122
"Certain infectious and parasitic diseases";"Montana";2001;113;906961;125
"Certain infectious and parasitic diseases";"Montana";2002;113;911667;124
"Certain infectious and parasitic diseases";"Montana";2003;148;919630;161
"Certain infectious and parasitic diseases";"Montana";2004;123;930009;132
"Certain infectious and parasitic diseases";"Montana";2005;117;940102;124
"Certain infectious and parasitic diseases";"Montana";2006;147;952692;154
"Certain infectious and parasitic diseases";"Montana";2007;140;964706;145
"Certain infectious and parasitic diseases";"Montana";2008;129;976415;132
"Certain infectious and parasitic diseases";"Montana";2009;162;983982;165
"Certain infectious and parasitic diseases";"Montana";2010;160;989415;162
"Certain infectious and parasitic diseases";"Montana";2011;161;998199;161
"Certain infectious and parasitic diseases";"Montana";2012;148;1005141;147
"Certain infectious and parasitic diseases";"Montana";2013;196;1015165;193
"Certain infectious and parasitic diseases";"Montana";2014;191;1023579;187
"Certain infectious and parasitic diseases";"Montana";2015;200;1032949;194
"Certain infectious and parasitic diseases";"Nebraska";1999;194;1704764;114
"Certain infectious and parasitic diseases";"Nebraska";2000;189;1711263;110
"Certain infectious and parasitic diseases";"Nebraska";2001;212;1719836;123
"Certain infectious and parasitic diseases";"Nebraska";2002;267;1728292;154
"Certain infectious and parasitic diseases";"Nebraska";2003;252;1738643;145
"Certain infectious and parasitic diseases";"Nebraska";2004;212;1749370;121
"Certain infectious and parasitic diseases";"Nebraska";2005;231;1761497;131
"Certain infectious and parasitic diseases";"Nebraska";2006;250;1772693;141
"Certain infectious and parasitic diseases";"Nebraska";2007;275;1783440;154
"Certain infectious and parasitic diseases";"Nebraska";2008;288;1796378;160
"Certain infectious and parasitic diseases";"Nebraska";2009;252;1812683;139
"Certain infectious and parasitic diseases";"Nebraska";2010;245;1826341;134
"Certain infectious and parasitic diseases";"Nebraska";2011;268;1842641;145
"Certain infectious and parasitic diseases";"Nebraska";2012;261;1855525;141
"Certain infectious and parasitic diseases";"Nebraska";2013;264;1868516;141
"Certain infectious and parasitic diseases";"Nebraska";2014;277;1881503;147
"Certain infectious and parasitic diseases";"Nebraska";2015;287;1896190;151
"Certain infectious and parasitic diseases";"Nevada";1999;495;1934718;256
"Certain infectious and parasitic diseases";"Nevada";2000;495;1998257;248
"Certain infectious and parasitic diseases";"Nevada";2001;552;2098399;263
"Certain infectious and parasitic diseases";"Nevada";2002;525;2173791;242
"Certain infectious and parasitic diseases";"Nevada";2003;604;2248850;269
"Certain infectious and parasitic diseases";"Nevada";2004;605;2346222;258
"Certain infectious and parasitic diseases";"Nevada";2005;645;2432143;265
"Certain infectious and parasitic diseases";"Nevada";2006;607;2522658;241
"Certain infectious and parasitic diseases";"Nevada";2007;640;2601072;246
"Certain infectious and parasitic diseases";"Nevada";2008;591;2653630;223
"Certain infectious and parasitic diseases";"Nevada";2009;577;2684665;215
"Certain infectious and parasitic diseases";"Nevada";2010;588;2700551;218
"Certain infectious and parasitic diseases";"Nevada";2011;601;2723322;221
"Certain infectious and parasitic diseases";"Nevada";2012;557;2758931;202
"Certain infectious and parasitic diseases";"Nevada";2013;561;2790136;201
"Certain infectious and parasitic diseases";"Nevada";2014;538;2839099;189
"Certain infectious and parasitic diseases";"Nevada";2015;514;2890845;178
"Certain infectious and parasitic diseases";"New Hampshire";1999;119;1222014;97
"Certain infectious and parasitic diseases";"New Hampshire";2000;114;1235786;92
"Certain infectious and parasitic diseases";"New Hampshire";2001;118;1255517;94
"Certain infectious and parasitic diseases";"New Hampshire";2002;147;1269089;116
"Certain infectious and parasitic diseases";"New Hampshire";2003;169;1279840;132
"Certain infectious and parasitic diseases";"New Hampshire";2004;197;1290121;153
"Certain infectious and parasitic diseases";"New Hampshire";2005;202;1298492;156
"Certain infectious and parasitic diseases";"New Hampshire";2006;196;1308389;150
"Certain infectious and parasitic diseases";"New Hampshire";2007;254;1312540;194
"Certain infectious and parasitic diseases";"New Hampshire";2008;214;1315906;163
"Certain infectious and parasitic diseases";"New Hampshire";2009;248;1316102;188
"Certain infectious and parasitic diseases";"New Hampshire";2010;223;1316470;169
"Certain infectious and parasitic diseases";"New Hampshire";2011;241;1318194;183
"Certain infectious and parasitic diseases";"New Hampshire";2012;215;1320718;163
"Certain infectious and parasitic diseases";"New Hampshire";2013;190;1323459;144
"Certain infectious and parasitic diseases";"New Hampshire";2014;236;1326813;178
"Certain infectious and parasitic diseases";"New Hampshire";2015;242;1330608;182
"Certain infectious and parasitic diseases";"New Jersey";1999;3072;8359592;367
"Certain infectious and parasitic diseases";"New Jersey";2000;2981;8414350;354
"Certain infectious and parasitic diseases";"New Jersey";2001;3057;8492671;360
"Certain infectious and parasitic diseases";"New Jersey";2002;3191;8552643;373
"Certain infectious and parasitic diseases";"New Jersey";2003;3059;8601402;356
"Certain infectious and parasitic diseases";"New Jersey";2004;3156;8634561;366
"Certain infectious and parasitic diseases";"New Jersey";2005;3156;8651974;365
"Certain infectious and parasitic diseases";"New Jersey";2006;3091;8661679;357
"Certain infectious and parasitic diseases";"New Jersey";2007;2833;8677885;326
"Certain infectious and parasitic diseases";"New Jersey";2008;2943;8711090;338
"Certain infectious and parasitic diseases";"New Jersey";2009;2781;8755602;318
"Certain infectious and parasitic diseases";"New Jersey";2010;2734;8791894;311
"Certain infectious and parasitic diseases";"New Jersey";2011;2848;8821155;323
"Certain infectious and parasitic diseases";"New Jersey";2012;2658;8864590;300
"Certain infectious and parasitic diseases";"New Jersey";2013;2750;8899339;309
"Certain infectious and parasitic diseases";"New Jersey";2014;2608;8938175;292
"Certain infectious and parasitic diseases";"New Jersey";2015;2764;8958013;309
"Certain infectious and parasitic diseases";"New Mexico";1999;279;1808082;154
"Certain infectious and parasitic diseases";"New Mexico";2000;243;1819046;134
"Certain infectious and parasitic diseases";"New Mexico";2001;267;1831690;146
"Certain infectious and parasitic diseases";"New Mexico";2002;276;1855309;149
"Certain infectious and parasitic diseases";"New Mexico";2003;301;1877574;160
"Certain infectious and parasitic diseases";"New Mexico";2004;278;1903808;146
"Certain infectious and parasitic diseases";"New Mexico";2005;322;1932274;167
"Certain infectious and parasitic diseases";"New Mexico";2006;367;1962137;187
"Certain infectious and parasitic diseases";"New Mexico";2007;354;1990070;178
"Certain infectious and parasitic diseases";"New Mexico";2008;415;2010662;206
"Certain infectious and parasitic diseases";"New Mexico";2009;472;2036802;232
"Certain infectious and parasitic diseases";"New Mexico";2010;422;2059179;205
"Certain infectious and parasitic diseases";"New Mexico";2011;451;2082224;217
"Certain infectious and parasitic diseases";"New Mexico";2012;490;2085538;235
"Certain infectious and parasitic diseases";"New Mexico";2013;445;2085287;213
"Certain infectious and parasitic diseases";"New Mexico";2014;429;2085572;206
"Certain infectious and parasitic diseases";"New Mexico";2015;456;2085109;219
"Certain infectious and parasitic diseases";"New York";1999;5600;18882725;297
"Certain infectious and parasitic diseases";"New York";2000;5421;18976457;286
"Certain infectious and parasitic diseases";"New York";2001;5337;19082838;280
"Certain infectious and parasitic diseases";"New York";2002;5359;19137800;280
"Certain infectious and parasitic diseases";"New York";2003;5064;19175939;264
"Certain infectious and parasitic diseases";"New York";2004;5090;19171567;265
"Certain infectious and parasitic diseases";"New York";2005;5126;19132610;268
"Certain infectious and parasitic diseases";"New York";2006;5082;19104631;266
"Certain infectious and parasitic diseases";"New York";2007;4958;19132335;259
"Certain infectious and parasitic diseases";"New York";2008;5035;19212436;262
"Certain infectious and parasitic diseases";"New York";2009;5049;19307066;262
"Certain infectious and parasitic diseases";"New York";2010;4899;19378102;253
"Certain infectious and parasitic diseases";"New York";2011;4918;19465197;253
"Certain infectious and parasitic diseases";"New York";2012;4882;19570261;249
"Certain infectious and parasitic diseases";"New York";2013;4858;19651127;247
"Certain infectious and parasitic diseases";"New York";2014;4782;19746227;242
"Certain infectious and parasitic diseases";"New York";2015;4705;19795791;238
"Certain infectious and parasitic diseases";"North Carolina";1999;1852;7949361;233
"Certain infectious and parasitic diseases";"North Carolina";2000;1861;8049313;231
"Certain infectious and parasitic diseases";"North Carolina";2001;1900;8210122;231
"Certain infectious and parasitic diseases";"North Carolina";2002;2028;8326201;244
"Certain infectious and parasitic diseases";"North Carolina";2003;2121;8422501;252
"Certain infectious and parasitic diseases";"North Carolina";2004;2063;8553152;241
"Certain infectious and parasitic diseases";"North Carolina";2005;2151;8705407;247
"Certain infectious and parasitic diseases";"North Carolina";2006;2164;8917270;243
"Certain infectious and parasitic diseases";"North Carolina";2007;2154;9118037;236
"Certain infectious and parasitic diseases";"North Carolina";2008;2328;9309449;250
"Certain infectious and parasitic diseases";"North Carolina";2009;2361;9449566;250
"Certain infectious and parasitic diseases";"North Carolina";2010;2375;9535483;249
"Certain infectious and parasitic diseases";"North Carolina";2011;2331;9656401;241
"Certain infectious and parasitic diseases";"North Carolina";2012;2368;9752073;243
"Certain infectious and parasitic diseases";"North Carolina";2013;2575;9848060;261
"Certain infectious and parasitic diseases";"North Carolina";2014;2414;9943964;243
